RECORDING_SESSION_LABEL,TRIAL_INDEX,image_num,image_type,trial_num,CURRENT_FIX_DURATION,CURRENT_FIX_START,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y
P2,33,St.png,None,0,164,1714,3,3,956.9,612.9
P2,51,St.png,None,0,194,210,2,1,931.4,456.6
P2,51,St.png,None,0,1606,428,2,2,963,540.2
P2,15,St.png,None,0,220,10,6,1,920,567.6
P2,15,St.png,None,0,144,250,6,2,971.8,575.2
P2,15,St.png,None,0,56,1126,6,3,951.1,537.9
P2,70,Th.png,Local,0,204,2542,8,8,1001,553.6
P2,71,Th.png,Local,0,66,10,9,1,1234.1,1005.8
P2,71,Th.png,Local,0,108,120,9,2,862.7,1048.3
P2,71,Th.png,Local,0,218,386,9,3,1034.4,658.1
P2,71,Th.png,Local,0,172,620,9,4,1028.6,616.4
P2,71,Th.png,Local,0,92,844,9,5,1388.4,930.8
P2,71,Th.png,Local,0,200,962,9,6,1490,952.6
P2,5,Th.png,Local,0,42,10,6,1,979.9,548.9
P2,5,Th.png,Local,0,26,258,6,2,1037,326
P2,5,Th.png,Local,0,40,316,6,3,989.5,518.1
P2,5,Th.png,Local,0,1158,692,6,4,971.6,507.6
P2,5,Th.png,Local,0,192,1902,6,5,982.7,498.8
P2,5,Th.png,Local,0,160,2110,6,6,986.5,457
P2,25,Th.png,Local,0,1006,10,1,1,944.6,586.7
P2,4,Th.png,Local,0,708,132,4,1,961.5,556
P2,4,Th.png,Local,0,1778,866,4,2,966.5,470.5
P2,41,Ts.png,None,0,350,142,4,1,1046.4,630.1
P2,41,Ts.png,None,0,848,840,4,2,1016.2,608.2
P2,41,Ts.png,None,0,674,1888,4,3,1001.5,621.6
P2,41,Ts.png,None,0,314,2676,4,4,1011.1,630.4
P2,42,Ts.png,None,0,30,10,7,1,976.7,552.4
P2,42,Ts.png,None,0,188,74,7,2,825.5,555.2
P2,10,Ts.png,None,0,848,1848,5,5,936,526.8
P2,19,Ts.png,None,0,350,22,4,1,915.3,547.2
P2,19,Ts.png,None,0,782,390,4,2,939.3,545.2
P2,19,Ts.png,None,0,1046,1196,4,3,928.5,462.4
P2,19,Ts.png,None,0,234,2262,4,4,950.6,529.6
P2,29,Ts.png,None,0,208,10,6,1,903.9,489.7
P2,29,Ts.png,None,0,284,238,6,2,949.4,505.7
P2,29,Ts.png,None,0,1014,544,6,3,915,494.8
P2,29,Ts.png,None,0,130,1578,6,4,944.8,466.5
P2,29,Ts.png,None,0,676,1930,6,5,930.5,450
P2,29,Ts.png,None,0,344,2628,6,6,894.3,525.8
P2,2,Ts.png,None,0,90,10,4,1,1032.1,484
P2,2,Ts.png,None,0,1520,266,4,2,976.7,471
P2,2,Ts.png,None,0,386,1810,4,3,928,393.7
P2,2,Ts.png,None,0,278,2220,4,4,962.8,487.6
P2,6,Ts.png,None,0,1406,10,7,1,1034.8,487.1
P2,6,Ts.png,None,0,324,1442,7,2,948.8,511.5
P2,6,Ts.png,None,0,216,1788,7,3,979.3,474.6
P2,6,Ts.png,None,0,96,2082,7,4,1394.8,13.3
P2,6,Ts.png,None,0,150,2202,7,5,1540.8,-25.5
P2,6,Ts.png,None,0,92,2406,7,6,1099.4,421.9
P2,6,Ts.png,None,0,344,2528,7,7,1018.7,530.6
P2,7,Ts.png,None,0,182,14,6,1,1237.5,526
P2,7,Ts.png,None,0,286,230,6,2,1054.4,533.8
P2,7,Ts.png,None,0,240,1354,6,3,1063.9,483
P2,7,Ts.png,None,0,138,2054,6,4,1385.8,452.3
P2,7,Ts.png,None,0,108,2732,6,5,1014.8,139.5
P2,7,Ts.png,None,0,130,2870,6,6,1093.7,-81.9
P2,8,Ts.png,None,0,10,10,4,1,324.7,-96.1
P2,8,Ts.png,None,0,104,72,4,2,-101.7,-96.3
P2,42,Ts.png,None,0,586,1070,9,5,1004.7,547.4
P2,42,Ts.png,None,0,122,1680,9,6,959.2,545.7
P2,42,Ts.png,None,0,668,1832,9,7,1007.8,476.4
P2,42,Ts.png,None,0,90,2520,9,8,989.4,517.7
P2,42,Ts.png,None,0,132,2722,9,9,988.9,538.5
P2,48,Ts.png,None,0,216,12,10,1,904.4,557.4
P2,48,Ts.png,None,0,348,258,10,2,965.3,563.7
P2,48,Ts.png,None,0,62,632,10,3,918.5,572.8
P2,48,Ts.png,None,0,116,738,10,4,984.3,569.3
P2,10,Tt.png,None,0,960,1814,6,5,921.7,508.6
P2,10,Tt.png,None,0,210,2790,6,6,920,561
P2,28,Tt.png,None,0,848,10,4,1,934.1,643.9
P2,28,Tt.png,None,0,632,876,4,2,880.2,659.3
P2,28,Tt.png,None,0,1060,1526,4,3,907.1,621.9
P2,28,Tt.png,None,0,398,2602,4,4,911.6,639.2
P2,29,Tt.png,None,0,18,10,9,1,223.7,410
P2,29,Tt.png,None,0,32,130,9,2,240.6,448
P2,53,Ul.png,None,0,186,10,8,1,1019.6,626.9
P2,53,Ul.png,None,0,194,420,8,2,1008.3,623.8
P2,53,Ul.png,None,0,72,834,8,3,990.3,552.8
P2,53,Ul.png,None,0,126,926,8,4,1010.1,592.6
P2,53,Ul.png,None,0,152,1108,8,5,1353,990.2
P2,53,Ul.png,None,0,492,1534,8,6,987.1,581
P2,53,Ul.png,None,0,110,2298,8,7,977.5,572
P2,53,Ul.png,None,0,368,2632,8,8,986.5,590.5
P2,3,Ul.png,None,0,1610,10,1,1,936.1,560.8
P2,18,Ul.png,None,0,1556,10,1,1,922.5,542.7
P2,30,Ul.png,None,0,994,10,3,1,940,537.9
P2,30,Ul.png,None,0,462,1026,3,2,891.3,543.8
P2,30,Ul.png,None,0,56,1694,3,3,974.4,486.6
P2,12,Ul.png,None,0,1900,10,2,1,972.6,439
P2,12,Ul.png,None,0,878,2122,2,2,971,461.5
P2,13,Ul.png,None,0,2990,10,1,1,957.1,489.5
P2,5,Ul.png,None,0,50,1518,9,5,1000.4,442.3
P2,5,Ul.png,None,0,34,1586,9,6,1018.9,391.6
P2,5,Ul.png,None,0,896,1650,9,7,953.2,559.1
P2,5,Ul.png,None,0,48,2564,9,8,901.1,530.1
P2,5,Ul.png,None,0,186,2814,9,9,909.1,444.6
P2,9,Ul.png,None,0,34,184,8,1,897.9,578.1
P2,9,Ul.png,None,0,84,254,8,2,1241.6,512.7
P2,9,Ul.png,None,0,160,860,8,3,860.9,562.4
P2,9,Ul.png,None,0,60,1098,8,4,961.1,404.3
P2,9,Ul.png,None,0,902,1428,8,5,944.5,496.5
P2,9,Ul.png,None,0,150,2346,8,6,908.5,508.1
P2,9,Ul.png,None,0,24,2796,8,7,959.7,448.2
P2,9,Ul.png,None,0,56,2944,8,8,1555.3,403.8
P2,15,Ul.png,None,0,4,56,9,1,903.2,561.7
P2,15,Ul.png,None,0,48,234,9,2,964,452.5
P2,15,Ul.png,None,0,186,314,9,3,918.1,571.8
P2,15,Ul.png,None,0,66,738,9,4,987.4,510.7
P2,15,Ul.png,None,0,68,1112,9,5,1342.2,556.7
P2,15,Ul.png,None,0,28,1290,9,6,1472.6,519
P2,15,Ul.png,None,0,30,1712,9,7,1569,386.9
P2,15,Ul.png,None,0,84,1994,9,8,947,593.7
P2,15,Ul.png,None,0,36,2460,9,9,1213.7,489.1
P2,9,Ul.png,None,0,16,10,7,1,1160.1,386.3
P2,9,Ul.png,None,0,218,60,7,2,972.9,412
P2,9,Ul.png,None,0,698,298,7,3,948.8,493.9
P2,9,Ul.png,None,0,156,1014,7,4,950,430.6
P2,9,Ul.png,None,0,246,1188,7,5,912.9,455.3
P2,9,Ul.png,None,0,632,1462,7,6,936.6,589.9
P2,9,Ul.png,None,0,86,2280,7,7,998.9,473.1
P2,10,Ul.png,None,0,50,10,5,1,900.2,502
P2,10,Ul.png,None,0,226,88,5,2,982.5,500.7
P2,10,Ul.png,None,0,802,334,5,3,947.7,507.8
P2,10,Ul.png,None,0,768,1156,5,4,901.6,501.1
P2,10,Ul.png,None,0,96,2134,5,5,950.1,535
P2,11,Ul.png,None,0,756,10,3,1,946.6,517.2
P2,11,Ul.png,None,0,738,786,3,2,905.6,495.4
P2,11,Ul.png,None,0,66,1554,3,3,1012.9,516.7
P2,23,Ul.png,None,0,240,10,7,1,980.3,565.5
P2,23,Ul.png,None,0,78,276,7,2,1028.2,570.2
P2,23,Ul.png,None,0,180,378,7,3,987.1,556.7
P2,23,Ul.png,None,0,532,586,7,4,1018.8,566.4
P2,23,Ul.png,None,0,50,1144,7,5,970.1,586.8
P2,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,88,10,14,1,958.9,490.5
P2,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,54,242,14,2,939.5,240.1
P2,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,144,330,14,3,825.4,266.9
P2,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,172,532,14,4,868.2,258
P2,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,90,740,14,5,1061.7,234.1
P2,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,72,1102,14,6,1189.1,221.3
P2,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,152,1218,14,7,892.2,304.9
P2,11,Uo.png,Local,0,152,620,12,3,926.8,1131.5
P2,11,Uo.png,Local,0,162,798,12,4,844,1115.4
P2,11,Uo.png,Local,0,48,988,12,5,988.4,1126.1
P2,11,Uo.png,Local,0,132,1090,12,6,962.7,560.4
P2,11,Uo.png,Local,0,626,1246,12,7,1032.6,581.2
P2,11,Uo.png,Local,0,214,1902,12,8,1038.6,606.5
P2,45,Uo.png,Local,0,1082,10,3,1,965.3,480.2
P2,45,Uo.png,Local,0,526,1114,3,2,905.7,487.5
P2,45,Uo.png,Local,0,160,1830,3,3,1025.7,501.4
P2,27,Uo.png,Local,0,1640,10,1,1,978.7,566.3
P2,29,Uo.png,Local,0,246,10,6,1,964.8,548.8
P2,29,Uo.png,Local,0,324,278,6,2,991.7,558.2
P2,29,Uo.png,Local,0,290,626,6,3,955.7,548.3
P2,29,Uo.png,Local,0,848,944,6,4,994.6,549.5
P2,29,Uo.png,Local,0,714,1816,6,5,972.1,542.7
P2,29,Uo.png,Local,0,46,2546,6,6,999.4,552.3
P2,33,Uo.png,Local,0,352,10,11,1,983.4,541.1
P2,33,Uo.png,Local,0,262,392,11,2,1031.6,551.8
P2,33,Uo.png,Local,0,244,684,11,3,964.1,558.6
P2,33,Uo.png,Local,0,286,958,11,4,1020.2,565.4
P2,33,Uo.png,Local,0,80,1272,11,5,951.6,553.2
P2,33,Uo.png,Local,0,94,1400,11,6,1064.7,574.9
P2,33,Uo.png,Local,0,250,1526,11,7,983.8,562.9
P2,33,Uo.png,Local,0,218,1804,11,8,1037.6,581.8
P2,33,Uo.png,Local,0,90,2052,11,9,967.6,562.3
P2,33,Uo.png,Local,0,124,2190,11,10,984.4,587.5
P2,33,Uo.png,Local,0,540,2460,11,11,984.8,603.7
P2,34,Uo.png,Local,0,96,10,12,1,1212.8,575.6
P2,34,Uo.png,Local,0,156,142,12,2,1067.8,574.6
P2,34,Uo.png,Local,0,216,328,12,3,988.7,570.7
P2,34,Uo.png,Local,0,264,622,12,4,981.5,559.8
P2,34,Uo.png,Local,0,122,928,12,5,1358.9,627.2
P2,34,Uo.png,Local,0,256,1114,12,6,977.7,556.1
P2,34,Uo.png,Local,0,360,1410,12,7,970.9,563.7
P2,34,Uo.png,Local,0,24,1824,12,8,1168,591
P2,34,Uo.png,Local,0,274,1986,12,9,986.8,572.7
P2,34,Uo.png,Local,0,76,2308,12,10,1115,609.7
P2,34,Uo.png,Local,0,314,2420,12,11,999.2,568.5
P2,34,Uo.png,Local,0,220,2766,12,12,1071.1,582.7
P2,35,Uo.png,Local,0,260,10,6,1,1011.7,549.1
P2,6,Uu.png,None,0,92,1712,5,4,1494.3,58.6
P2,6,Uu.png,None,0,60,1902,5,5,1535.3,95
P2,9,Uu.png,None,0,112,164,4,1,980.1,441.1
P2,9,Uu.png,None,0,1194,298,4,2,946.2,529.2
P2,9,Uu.png,None,0,334,1514,4,3,1001.1,557.1
P5,4,Hs.png,Global,0,1622,10,2,1,967.4,577.9
P5,4,Hs.png,Global,0,130,1786,2,2,976.7,553.3
P5,8,Hs.png,Global,0,1516,10,2,1,946.8,582.2
P5,8,Hs.png,Global,0,112,1706,2,2,944.9,542.7
P5,1,Lo.png,Local,0,234,10,5,1,925.5,581.9
P5,1,Lo.png,Local,0,738,264,5,2,975,611.6
P5,1,Lo.png,Local,0,70,1064,5,3,1098.9,1258
P5,1,Lo.png,Local,0,1584,1182,5,4,932.9,630.4
P5,1,Lo.png,Local,0,218,2782,5,5,932.1,644.8
P5,5,Lo.png,Local,0,696,10,2,1,942.8,578.1
P5,5,Lo.png,Local,0,996,724,2,2,926.8,588.7
P5,9,Lo.png,Local,0,744,10,4,1,944.7,588
P5,9,Lo.png,Local,0,1240,774,4,2,927.2,628.6
P5,9,Lo.png,Local,0,156,2038,4,3,1005.9,594.9
P5,9,Lo.png,Local,0,150,2216,4,4,929.6,573.7
P5,112,Lo.png,Local,0,198,10,6,1,904.7,566.2
P5,112,Lo.png,Local,0,768,226,6,2,957.6,558.2
P5,112,Lo.png,Local,0,1586,1020,6,3,906.9,617.5
P5,112,Lo.png,Local,0,36,2690,6,4,629.5,1142.1
P5,112,Lo.png,Local,0,86,2770,6,5,1002.5,1598.6
P5,112,Lo.png,Local,0,118,2882,6,6,917,1693.8
P5,31,Sh.png,Local,0,22,10,3,1,952.3,554.6
P5,31,Sh.png,Local,0,1300,50,3,2,909.5,531.5
P5,31,Sh.png,Local,0,168,1366,3,3,937.4,573.4
P5,44,Sh.png,Local,0,692,10,3,1,954.2,560.6
P5,44,Sh.png,Local,0,204,2390,3,2,933.2,518.4
P5,44,Sh.png,Local,0,202,2798,3,3,935.1,512.7
P5,4,Sh.png,Local,0,1260,16,2,1,917.3,495.1
P5,16,Ss.png,None,0,136,2648,7,5,630.9,1114.3
P5,16,Ss.png,None,0,90,2812,7,6,519.5,1090.5
P5,16,Ss.png,None,0,32,2968,7,7,943.5,748.6
P5,29,Ss.png,None,0,212,10,5,1,1099.5,606.8
P5,29,Ss.png,None,0,394,240,5,2,1029.8,590.8
P5,29,Ss.png,None,0,882,852,5,3,1017.3,627.3
P5,29,Ss.png,None,0,870,1956,5,4,1016.8,622.2
P5,29,Ss.png,None,0,48,2848,5,5,1027.9,630.5
P5,30,Ss.png,None,0,32,10,7,1,1027.3,625.8
P5,48,Ss.png,None,0,1036,10,2,1,928.4,571.6
P5,48,Ss.png,None,0,556,1064,2,2,957.8,574.7
P5,2,Ss.png,None,0,210,10,3,1,913.9,487.6
P5,2,Ss.png,None,0,1316,240,3,2,931.6,554.5
P5,2,Ss.png,None,0,666,1572,3,3,931,537.3
P5,35,Ss.png,None,0,1778,26,1,1,926.7,534.1
P5,15,St.png,None,0,28,1222,6,4,947.9,538.4
P5,15,St.png,None,0,210,1346,6,5,949.7,545
P5,15,St.png,None,0,1238,1572,6,6,937.1,545.5
P5,17,St.png,None,0,276,10,6,1,918.7,520.1
P5,17,St.png,None,0,84,510,6,2,966.2,498.2
P5,17,St.png,None,0,192,614,6,3,925.1,526.9
P5,17,St.png,None,0,636,826,6,4,872.1,547.2
P5,17,St.png,None,0,274,1486,6,5,957.8,550.3
P5,17,St.png,None,0,1148,1778,6,6,944.8,527.4
P5,30,St.png,None,0,204,10,6,1,896.9,507.9
P5,71,Th.png,Local,0,110,1378,9,7,1015.1,691.4
P5,71,Th.png,Local,0,616,1504,9,8,1008.2,648
P5,71,Th.png,Local,0,562,2340,9,9,1004.7,618.9
P5,72,Th.png,Local,0,82,10,11,1,1388.2,937.1
P5,72,Th.png,Local,0,154,118,11,2,1494.6,946.4
P5,72,Th.png,Local,0,104,322,11,3,1106.6,679
P5,72,Th.png,Local,0,156,454,11,4,1018.7,630.1
P5,72,Th.png,Local,0,88,628,11,5,988,605.5
P5,4,Th.png,Local,0,150,2726,4,3,2.4,98.4
P5,4,Th.png,Local,0,62,2938,4,4,938.8,462.8
P5,11,Th.png,Local,0,306,10,5,1,896.3,585.7
P5,11,Th.png,Local,0,80,334,5,2,936,594.9
P5,11,Th.png,Local,0,1066,588,5,3,921.7,594.1
P5,11,Th.png,Local,0,712,1674,5,4,916.9,527.9
P5,11,Th.png,Local,0,250,2410,5,5,897.1,610.5
P5,24,Th.png,Local,0,110,10,5,1,936.7,593.3
P5,42,Ts.png,None,0,890,296,7,3,982.5,591.4
P5,42,Ts.png,None,0,1054,1210,7,4,955.5,475
P5,42,Ts.png,None,0,190,2284,7,5,993,441.3
P5,42,Ts.png,None,0,124,2498,7,6,1005.9,529.8
P5,42,Ts.png,None,0,136,2646,7,7,1069.3,578.3
P5,76,Ts.png,None,0,236,10,10,1,1086.7,543.4
P5,76,Ts.png,None,0,92,262,10,2,1049.4,556.9
P5,76,Ts.png,None,0,122,576,10,3,109.8,-265.4
P5,8,Ts.png,None,0,334,232,4,3,1002.2,452
P5,8,Ts.png,None,0,2160,584,4,4,937.1,434.9
P5,9,Ts.png,None,0,204,12,3,1,1082,404.8
P5,9,Ts.png,None,0,854,246,3,2,941.6,448.6
P5,9,Ts.png,None,0,1528,1472,3,3,1012.8,460.2
P5,10,Ts.png,None,0,62,10,7,1,1017.8,451
P5,10,Ts.png,None,0,116,142,7,2,1002.1,-95.8
P5,10,Ts.png,None,0,80,304,7,3,1004.9,328.8
P5,48,Ts.png,None,0,334,882,10,5,933.9,559.3
P5,48,Ts.png,None,0,482,1258,10,6,978.6,561.8
P5,48,Ts.png,None,0,58,1764,10,7,949.1,574.5
P5,48,Ts.png,None,0,128,1856,10,8,1018.8,584.8
P5,48,Ts.png,None,0,826,2008,10,9,994.1,517.3
P5,48,Ts.png,None,0,144,2856,10,10,953.7,551.2
P5,4,Tt.png,None,0,208,10,6,1,945.1,576.7
P5,4,Tt.png,None,0,910,242,6,2,1010.5,571.9
P5,4,Tt.png,None,0,842,1178,6,3,978.5,426.3
P5,29,Tt.png,None,0,30,530,9,3,219.1,408.1
P5,29,Tt.png,None,0,30,662,9,4,199.1,459.4
P5,29,Tt.png,None,0,440,800,9,5,924.4,596.8
P5,29,Tt.png,None,0,294,1258,9,6,911.3,594.2
P5,29,Tt.png,None,0,214,1572,9,7,955.9,578.1
P5,29,Tt.png,None,0,1024,1804,9,8,937.3,577.8
P5,29,Tt.png,None,0,150,2850,9,9,979,522.3
P5,43,Tt.png,None,0,262,10,4,1,863.1,620.1
P5,43,Tt.png,None,0,306,296,4,2,942.7,592
P5,42,Ul.png,None,0,308,10,3,1,951,503.4
P5,42,Ul.png,None,0,926,510,3,2,956.5,484.9
P5,42,Ul.png,None,0,966,1454,3,3,908.1,523.9
P5,50,Ul.png,None,0,866,10,3,1,957.3,501
P5,50,Ul.png,None,0,412,900,3,2,900,527.8
P5,50,Ul.png,None,0,284,1330,3,3,942.8,514.5
P5,21,Ul.png,None,0,1236,14,3,1,951.5,541.1
P5,21,Ul.png,None,0,298,1272,3,2,979.8,552.5
P5,21,Ul.png,None,0,606,1588,3,3,947.3,556
P5,26,Ul.png,None,0,258,10,3,1,945.6,558.9
P5,23,Ul.png,None,0,250,1232,7,6,1044.2,587.9
P5,23,Ul.png,None,0,860,1508,7,7,972.8,577.4
P5,25,Ul.png,None,0,204,10,8,1,934.2,543.6
P5,25,Ul.png,None,0,220,240,8,2,974.2,556.1
P5,25,Ul.png,None,0,160,478,8,3,1000.1,570.5
P5,25,Ul.png,None,0,192,664,8,4,955.1,546.4
P5,25,Ul.png,None,0,878,886,8,5,993.6,584.4
P5,25,Ul.png,None,0,52,1790,8,6,944.3,579.7
P5,25,Ul.png,None,0,162,1874,8,7,1010.8,582.1
P5,25,Ul.png,None,0,568,2062,8,8,967,569
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,164,1394,14,8,828.3,326.2
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,342,1578,14,9,884.4,331.1
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,144,1952,14,10,1035.3,327.5
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,382,2118,14,11,1126.1,323.5
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,254,2548,14,12,776.3,392.2
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,140,2820,14,13,824.4,406
P5,1,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,16,2984,14,14,903.3,419
P5,11,Uo.png,Local,0,158,2146,12,9,975.7,599.6
P5,11,Uo.png,Local,0,470,2324,12,10,1015.8,615.8
P5,11,Uo.png,Local,0,40,2810,12,11,995,635.5
P5,11,Uo.png,Local,0,44,2956,12,12,1031.5,627.8
P5,12,Uo.png,Local,0,1196,10,4,1,895.4,408.6
P5,12,Uo.png,Local,0,520,1336,4,2,920.8,429.2
P5,12,Uo.png,Local,0,798,2060,4,3,938.5,482.1
P5,12,Uo.png,Local,0,122,2878,4,4,906.5,402.2
P5,31,Uo.png,Local,0,1058,10,10,1,996.6,628.5
P5,35,Uo.png,Local,0,256,296,6,2,967.4,569.8
P5,35,Uo.png,Local,0,960,684,6,3,982.9,566
P5,35,Uo.png,Local,0,556,1672,6,4,937.7,556.4
P5,35,Uo.png,Local,0,340,2256,6,5,1022,507
P5,35,Uo.png,Local,0,320,2614,6,6,993.5,493.7
P5,2,Uu.png,None,0,148,30,6,1,10.6,-17.2
P5,2,Uu.png,None,0,188,240,6,2,1001,515.1
P5,2,Uu.png,None,0,1506,450,6,3,1025.2,573.4
P5,2,Uu.png,None,0,168,1974,6,4,996.4,524.2
P5,2,Uu.png,None,0,324,2176,6,5,989.7,695.4
P5,2,Uu.png,None,0,460,2540,6,6,961.7,482.4
P5,9,Uu.png,None,0,24,2138,4,4,1642.9,412.1
P5,31,Uu.png,None,0,976,10,2,1,926.5,546
P5,31,Uu.png,None,0,562,1010,2,2,942.1,648
P5,21,Uu.png,None,0,320,10,4,1,884.8,593.2
P5,21,Uu.png,None,0,438,346,4,2,922.8,575.3
P5,21,Uu.png,None,0,292,800,4,3,874.5,570.6
P5,21,Uu.png,None,0,1258,1110,4,4,897,576.7
P5,34,Uu.png,None,0,400,10,7,1,924.1,608.8
P6,6,Hs.png,Global,0,96,10,8,1,949.1,576.1
P6,6,Hs.png,Global,0,54,302,8,2,959.6,550.7
P6,6,Hs.png,Global,0,130,558,8,3,854.3,1708.8
P6,6,Hs.png,Global,0,804,868,8,4,950.7,582.9
P6,6,Hs.png,Global,0,22,1860,8,5,950.9,482.8
P6,6,Hs.png,Global,0,286,1898,8,6,919,538
P6,6,Hs.png,Global,0,104,2448,8,7,971.9,450.4
P6,6,Hs.png,Global,0,10,2990,8,8,906.4,530.2
P6,10,Hs.png,Global,0,8,24,5,1,1485.4,614.6
P6,10,Hs.png,Global,0,62,62,5,2,1479.8,530.3
P6,10,Hs.png,Global,0,44,1246,5,3,1010.5,387.1
P6,10,Hs.png,Global,0,30,1572,5,4,1556,360.2
P6,10,Hs.png,Global,0,100,1984,5,5,1019.7,363.6
P6,11,Hs.png,Global,0,230,42,12,1,1035.6,568.7
P6,11,Hs.png,Global,0,408,296,12,2,958.3,575.1
P6,11,Hs.png,Global,0,60,1058,12,3,1276.4,612.7
P6,11,Hs.png,Global,0,96,1472,12,4,867.8,617.5
P6,11,Hs.png,Global,0,26,1650,12,5,1257.7,712.3
P6,11,Hs.png,Global,0,148,1730,12,6,1201.1,536.4
P6,11,Hs.png,Global,0,42,1956,12,7,1204.7,435
P6,11,Hs.png,Global,0,30,2030,12,8,1220,427.4
P6,11,Hs.png,Global,0,48,2108,12,9,1228,542.6
P6,11,Hs.png,Global,0,42,2284,12,10,1293.4,648.5
P6,11,Hs.png,Global,0,46,2396,12,11,1276.6,678.8
P6,11,Hs.png,Global,0,118,2882,12,12,946.7,512.6
P6,1,Lo.png,Local,0,254,10,9,1,916.8,509.1
P6,1,Lo.png,Local,0,110,646,9,2,932.1,394.7
P6,1,Lo.png,Local,0,358,782,9,3,904.1,523.9
P6,1,Lo.png,Local,0,250,1160,9,4,944.1,494.7
P6,1,Lo.png,Local,0,100,1562,9,5,892.4,345.5
P6,1,Lo.png,Local,0,88,1788,9,6,970.1,464.2
P6,1,Lo.png,Local,0,348,2032,9,7,1020.5,381.9
P6,1,Lo.png,Local,0,128,2602,9,8,989.1,437.9
P6,1,Lo.png,Local,0,56,2944,9,9,999,509.4
P6,2,Lo.png,Local,0,12,16,13,1,-6.2,396
P6,2,Lo.png,Local,0,68,132,13,2,793.3,511
P6,2,Lo.png,Local,0,88,232,13,3,969.1,568.4
P6,2,Lo.png,Local,0,626,576,13,4,991.9,507.9
P6,2,Lo.png,Local,0,30,1326,13,5,231.1,424.2
P6,2,Lo.png,Local,0,30,1458,13,6,229.1,428.8
P6,2,Lo.png,Local,0,30,1820,13,7,278.2,437.9
P6,2,Lo.png,Local,0,30,2084,13,8,234.9,457.4
P6,2,Lo.png,Local,0,30,2216,13,9,242.7,472
P6,2,Lo.png,Local,0,30,2348,13,10,245,477
P6,2,Lo.png,Local,0,30,2480,13,11,234.5,478.7
P6,2,Lo.png,Local,0,30,2612,13,12,231,466.3
P6,2,Lo.png,Local,0,30,2744,13,13,239.1,447.5
P6,3,Lo.png,Local,0,32,34,11,1,1018.4,487.9
P6,3,Lo.png,Local,0,28,138,11,2,1032.6,480.6
P6,3,Lo.png,Local,0,62,274,11,3,1030.3,414.8
P6,3,Lo.png,Local,0,26,424,11,4,1007.8,496.8
P6,3,Lo.png,Local,0,182,774,11,5,984.2,475
P6,3,Lo.png,Local,0,108,1048,11,6,1004.5,444.4
P6,3,Lo.png,Local,0,634,1184,11,7,955.3,555.1
P6,3,Lo.png,Local,0,134,1940,11,8,893.6,564.7
P6,3,Lo.png,Local,0,58,2406,11,9,1206.7,481.2
P6,3,Lo.png,Local,0,176,2480,11,10,1228,469.6
P6,3,Lo.png,Local,0,248,2752,11,11,894.1,1644.2
P6,7,Lo.png,Local,0,30,130,4,1,180.3,492.7
P6,7,Lo.png,Local,0,30,262,4,2,188.8,474.4
P6,7,Lo.png,Local,0,744,760,4,3,943.9,541.2
P6,7,Lo.png,Local,0,634,1524,4,4,905.8,564.2
P6,12,Lo.png,Local,0,296,0,13,1,964.2,827
P6,12,Lo.png,Local,0,24,388,13,2,1560.5,316
P6,12,Lo.png,Local,0,122,802,13,3,1223.7,548.5
P6,12,Lo.png,Local,0,398,956,13,4,1234.2,552.5
P6,12,Lo.png,Local,0,24,1498,13,5,1568,366.9
P6,12,Lo.png,Local,0,82,1592,13,6,1574.2,360.8
P6,12,Lo.png,Local,0,100,1710,13,7,1584.9,360.2
P6,12,Lo.png,Local,0,68,1910,13,8,1226.8,488
P6,12,Lo.png,Local,0,182,2018,13,9,1230.7,485.1
P6,12,Lo.png,Local,0,44,2276,13,10,1598.6,582.5
P6,12,Lo.png,Local,0,44,2396,13,11,1566.3,303.7
P6,12,Lo.png,Local,0,34,2488,13,12,1603,293.9
P6,12,Lo.png,Local,0,380,2620,13,13,959.5,504.2
P6,4,Sh.png,Local,0,598,1292,2,2,933.1,503
P6,35,Sh.png,Local,0,104,10,3,1,918.1,482
P6,35,Sh.png,Local,0,296,316,3,2,955.1,503.2
P6,35,Sh.png,Local,0,1598,630,3,3,940,495.1
P6,38,Sh.png,Local,0,274,10,2,1,945.8,482.8
P6,38,Sh.png,Local,0,2502,498,2,2,947.3,484.5
P6,3,Sh.png,Local,0,314,10,4,1,939.4,525.7
