RECORDING_SESSION_LABEL,TRIAL_INDEX,Trial_Index_,Image,image_type,response,trial_num,CURRENT_FIX_DURATION,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_X,CURRENT_FIX_Y,CURRENT_FIX_IS_RT_END,X,Y
P1,23,22,Lo.png,Local,b,0,176,4,4504,953,300.5,FALSE,393,60.5
P1,23,22,Lo.png,Local,b,0,226,5,4704,1052.7,312.4,FALSE,492.7,72.4
P1,23,22,Lo.png,Local,b,0,128,6,4958,926.6,311.2,FALSE,366.6,71.2
P1,23,22,Lo.png,Local,b,0,40,7,5286,542.1,210.4,FALSE,-17.9,-29.6
P1,23,22,Lo.png,Local,b,0,102,8,5354,520.2,279.3,FALSE,-39.8,39.3
P1,24,23,Lo.png,Local,b,0,142,1,66,1112.1,715.4,FALSE,552.1,475.4
P1,24,23,Lo.png,Local,b,0,456,2,242,1009.4,608.8,FALSE,449.4,368.8
P1,24,23,Lo.png,Local,b,0,256,3,906,1061.1,474.8,FALSE,501.1,234.8
P1,24,23,Lo.png,Local,b,0,1030,4,1194,1019.6,593,FALSE,459.6,353
P1,24,23,Lo.png,Local,b,0,510,5,2480,1001.9,627.6,FALSE,441.9,387.6
P1,24,23,Lo.png,Local,b,0,190,6,3164,1023,555.5,FALSE,463,315.5
P1,24,23,Lo.png,Local,b,0,428,7,3374,1018.4,593.9,FALSE,458.4,353.9
P1,24,23,Lo.png,Local,b,0,454,8,3828,982.3,600.1,FALSE,422.3,360.1
P1,24,23,Lo.png,Local,b,0,136,9,4320,738.7,601.8,FALSE,178.7,361.8
P1,24,23,Lo.png,Local,b,0,200,10,4506,1180.8,625.9,FALSE,620.8,385.9
P1,24,23,Lo.png,Local,b,0,550,11,4732,1056,626.3,FALSE,496,386.3
P1,24,23,Lo.png,Local,b,0,352,12,5324,803.6,619,FALSE,243.6,379
P1,24,23,Lo.png,Local,b,0,174,13,5706,1025.7,627.1,FALSE,465.7,387.1
P1,24,23,Lo.png,Local,b,0,152,14,5912,1254.4,609.1,FALSE,694.4,369.1
P1,25,24,Lo.png,Local,b,0,316,1,10,1034.3,623.7,FALSE,474.3,383.7
P1,25,24,Lo.png,Local,b,0,188,2,392,654.1,1068.3,FALSE,94.1,828.3
P1,25,24,Lo.png,Local,b,0,78,3,882,1015.6,532.7,FALSE,455.6,292.7
P1,25,24,Lo.png,Local,b,0,714,4,980,983.7,603.2,FALSE,423.7,363.2
P1,25,24,Lo.png,Local,b,0,154,5,1716,942.2,571.3,FALSE,382.2,331.3
P1,25,24,Lo.png,Local,b,0,270,6,1900,961.3,723.8,FALSE,401.3,483.8
P1,25,24,Lo.png,Local,b,0,558,7,2212,784.9,1084.6,FALSE,224.9,844.6
P1,25,24,Lo.png,Local,b,0,286,8,2826,917,704.6,FALSE,357,464.6
P1,25,24,Lo.png,Local,b,0,264,9,3146,923.7,544.2,FALSE,363.7,304.2
P1,25,24,Lo.png,Local,b,0,314,10,3434,1021.4,606.7,FALSE,461.4,366.7
P1,26,25,Ht.png,Global,b,0,18,1,10,238.4,380.3,FALSE,-321.6,140.3
P1,26,25,Ht.png,Global,b,0,2428,2,132,1011.3,643.6,FALSE,451.3,403.6
P1,26,25,Ht.png,Global,b,0,476,3,2576,1009,611.5,FALSE,449,371.5
P1,26,25,Ht.png,Global,b,0,184,4,3070,981,616.3,FALSE,421,376.3
P1,26,25,Ht.png,Global,b,0,956,5,3270,997,622.1,FALSE,437,382.1
P1,26,25,Ht.png,Global,b,0,182,6,4258,812.9,642.8,FALSE,252.9,402.8
P1,26,25,Ht.png,Global,b,0,116,7,4488,1171.6,634.5,FALSE,611.6,394.5
P1,26,25,Ht.png,Global,b,0,48,8,4774,1044.6,1073.1,FALSE,484.6,833.1
P1,26,25,Ht.png,Global,b,0,120,9,4864,1148.8,638.8,FALSE,588.8,398.8
P1,26,25,Ht.png,Global,b,0,520,10,5004,1061.6,618,FALSE,501.6,378
P1,26,25,Ht.png,Global,b,0,176,11,5546,953.8,619.1,FALSE,393.8,379.1
P1,26,25,Ht.png,Global,b,0,284,12,5754,765.8,614.4,FALSE,205.8,374.4
P1,27,26,Ht.png,Global,b,0,218,1,10,715,602.6,FALSE,155,362.6
P1,27,26,Ht.png,Global,b,0,328,2,274,1025.6,628.2,FALSE,465.6,388.2
P1,27,26,Ht.png,Global,b,0,1820,3,736,1013.8,617.2,FALSE,453.8,377.2
P1,27,26,Ht.png,Global,b,0,488,4,2578,983.5,616.8,FALSE,423.5,376.8
P1,27,26,Ht.png,Global,b,0,22,5,3084,970.1,653.7,FALSE,410.1,413.7
P1,27,26,Ht.png,Global,b,0,880,6,3150,978.8,611.4,FALSE,418.8,371.4
P1,27,26,Ht.png,Global,b,0,70,7,4054,953.8,675.9,FALSE,393.8,435.9
P1,27,26,Ht.png,Global,b,0,224,8,4182,640.4,1066.4,FALSE,80.4,826.4
P1,27,26,Ht.png,Global,b,0,104,9,4432,573.2,1066.6,FALSE,13.2,826.6
P1,27,26,Ht.png,Global,b,0,156,10,4608,1015.3,332.6,FALSE,455.3,92.6
P1,27,26,Ht.png,Global,b,0,206,11,4794,1010,436.5,FALSE,450,196.5
